,loss,accuracy,val_loss,val_accuracy,lr
0,2.0866525173187256,0.4177199900150299,1.6436272859573364,0.510699987411499,0.001
1,1.4802651405334473,0.5522000193595886,1.386674165725708,0.5927000045776367,0.001
2,1.2955961227416992,0.6097800135612488,1.4157236814498901,0.5989999771118164,0.001
3,1.213721513748169,0.6446200013160706,1.6956913471221924,0.552299976348877,0.001
4,1.160024881362915,0.6645399928092957,1.1506186723709106,0.6872000098228455,0.001
5,1.1281719207763672,0.6833800077438354,1.0628318786621094,0.7110999822616577,0.001
6,1.098050594329834,0.6930800080299377,1.0891060829162598,0.7019000053405762,0.001
7,1.0712767839431763,0.7068399786949158,1.8828130960464478,0.5544000267982483,0.001
8,1.0450431108474731,0.716759979724884,1.0285488367080688,0.7361999750137329,0.001
9,1.0201797485351562,0.7232400178909302,0.9731290936470032,0.7488999962806702,0.001
10,0.9808961153030396,0.7376599907875061,1.0010771751403809,0.7369999885559082,0.0009048374
11,0.9342198967933655,0.748740017414093,0.9332480430603027,0.7587000131607056,0.0008187307
12,0.8930540084838867,0.7615200281143188,0.9533489942550659,0.7513999938964844,0.0007408181
13,0.8521079421043396,0.7710199952125549,0.8307577967643738,0.7803000211715698,0.0006703199
14,0.8148272633552551,0.7783200144767761,0.7588793635368347,0.8041999936103821,0.00060653046
15,0.7849596738815308,0.7870799899101257,0.7470234632492065,0.8077999949455261,0.00054881145
16,0.7399704456329346,0.8019599914550781,0.7544921040534973,0.8033999800682068,0.0004965851
17,0.7189991474151611,0.8048400282859802,0.7221565246582031,0.8101999759674072,0.00044932874
18,0.6881160736083984,0.8162800073623657,0.6845264434814453,0.8205000162124634,0.00040656942
19,0.665590763092041,0.82014000415802,0.7928519248962402,0.7900000214576721,0.0003678792
20,0.6325373649597168,0.8291400074958801,0.7577353715896606,0.7997000217437744,0.00033287084
21,0.6067756414413452,0.8352599740028381,0.6619216203689575,0.8242999911308289,0.00030119397
22,0.5925207138061523,0.8385400176048279,0.6307917833328247,0.8353000283241272,0.00027253156
23,0.5705657005310059,0.8444200158119202,0.6960773468017578,0.8184999823570251,0.00024659673
24,0.5485952496528625,0.8525400161743164,0.703681230545044,0.8144000172615051,0.00022312993
25,0.5308592319488525,0.8567000031471252,0.6108222007751465,0.8364999890327454,0.0002018963
26,0.5160326361656189,0.860539972782135,0.5988962054252625,0.8421000242233276,0.00018268332
27,0.5077855587005615,0.8635600209236145,0.6024891138076782,0.8406999707221985,0.0001652987
28,0.49241137504577637,0.8662400245666504,0.5522295832633972,0.848800003528595,0.00014956844
29,0.47769102454185486,0.8692600131034851,0.5533290505409241,0.8547000288963318,0.00013533511
30,0.4610006511211395,0.8748800158500671,0.5594105124473572,0.8490999937057495,0.00012245627
31,0.4520910084247589,0.8776999711990356,0.5966214537620544,0.8434000015258789,0.00011080301
32,0.4479292631149292,0.8781999945640564,0.5642021298408508,0.8464999794960022,0.00010025871
33,0.4389857351779938,0.8813400268554688,0.5151111483573914,0.8634999990463257,9.0717826e-05
34,0.42678970098495483,0.8849200010299683,0.5373918414115906,0.8567000031471252,8.208488e-05
35,0.4146370589733124,0.8881400227546692,0.5334842801094055,0.8568000197410583,7.427347e-05
36,0.41206157207489014,0.8870800137519836,0.5269964933395386,0.857699990272522,6.720541e-05
37,0.40811386704444885,0.8901399970054626,0.5079944133758545,0.8640000224113464,6.0809965e-05
38,0.39883333444595337,0.8921999931335449,0.5064816474914551,0.8647000193595886,5.502313e-05
39,0.39403286576271057,0.8934999704360962,0.5140473246574402,0.8637999892234802,4.9786984e-05
40,0.38823238015174866,0.894819974899292,0.5048622488975525,0.8636999726295471,4.5049124e-05
41,0.3801516890525818,0.8970800042152405,0.5087574124336243,0.8622999787330627,4.076213e-05
42,0.3812318444252014,0.8967199921607971,0.5009490847587585,0.8644000291824341,3.68831e-05
43,0.3772011995315552,0.8967999815940857,0.4912623167037964,0.8701000213623047,3.3373206e-05
44,0.36911359429359436,0.8990799784660339,0.49360746145248413,0.8682000041007996,3.0197323e-05
45,0.37238508462905884,0.898419976234436,0.4951155185699463,0.8683000206947327,2.7323667e-05
46,0.3673356771469116,0.9009600281715393,0.4884069263935089,0.8689000010490417,2.4723475e-05
47,0.3633831739425659,0.900879979133606,0.48626992106437683,0.8686000108718872,2.2370725e-05
48,0.3652743697166443,0.9000800251960754,0.48858460783958435,0.8672999739646912,2.0241867e-05
49,0.3637087643146515,0.9006400108337402,0.4726182222366333,0.8740000128746033,1.8315597e-05
50,0.3563676178455353,0.902999997138977,0.47916752099990845,0.871999979019165,1.6572636e-05
51,0.3608202040195465,0.9023399949073792,0.49228736758232117,0.8690999746322632,1.499554e-05
52,0.35979604721069336,0.9021999835968018,0.4844098687171936,0.8705000281333923,1.3568525e-05
53,0.3546004295349121,0.90447998046875,0.48308706283569336,0.8705999851226807,1.2277308e-05
54,0.3539654016494751,0.9051399827003479,0.4718810021877289,0.8737000226974487,1.1108968e-05
55,0.3509843647480011,0.9038199782371521,0.4795612692832947,0.8720999956130981,1.0051809e-05
56,0.35342785716056824,0.9045600295066833,0.4793863892555237,0.8709999918937683,9.095253e-06
57,0.3468610942363739,0.9053199887275696,0.47760751843452454,0.8711000084877014,8.229725e-06
58,0.35120806097984314,0.9053599834442139,0.48133033514022827,0.8709999918937683,7.4465624e-06
59,0.348971962928772,0.9048200249671936,0.48113641142845154,0.8711000084877014,6.737928e-06
