,accuracy,loss,val_accuracy,val_loss
0,0.354420006275177,1.761336326599121,0.48010000586509705,1.4462122917175293
1,0.48660001158714294,1.4153119325637817,0.5296000242233276,1.3105430603027344
2,0.5409200191497803,1.288372278213501,0.5856000185012817,1.1822205781936646
3,0.5797600150108337,1.1884007453918457,0.6136000156402588,1.1049540042877197
4,0.6104999780654907,1.1063505411148071,0.6412000060081482,1.0239325761795044
5,0.6350799798965454,1.0447430610656738,0.6287999749183655,1.0367220640182495
6,0.6539199948310852,0.9862620830535889,0.6689000129699707,0.942574679851532
7,0.6732400059700012,0.937385082244873,0.6880000233650208,0.9032441973686218
8,0.6889399886131287,0.8931376934051514,0.6937000155448914,0.8670566082000732
9,0.7043399810791016,0.8567327857017517,0.7078999876976013,0.8293822407722473
