,loss,accuracy,val_loss,val_accuracy,lr
0,2.1771578788757324,0.4035399854183197,2.1914138793945312,0.3840999901294708,0.001
1,1.5157493352890015,0.5357000231742859,1.6234362125396729,0.5210000276565552,0.001
2,1.319394588470459,0.603380024433136,1.2805657386779785,0.6159999966621399,0.001
3,1.229719638824463,0.6344000101089478,1.3557088375091553,0.6425999999046326,0.001
4,1.1751636266708374,0.661300003528595,1.2446476221084595,0.659500002861023,0.001
5,1.140803337097168,0.6758000254631042,1.0698161125183105,0.7041000127792358,0.001
6,1.1133970022201538,0.6876999735832214,1.1527928113937378,0.6919999718666077,0.001
7,1.0804706811904907,0.6987199783325195,1.0284132957458496,0.7257000207901001,0.001
8,1.0565598011016846,0.7097799777984619,1.496376633644104,0.6517999768257141,0.001
9,1.0348496437072754,0.7172999978065491,1.0652111768722534,0.7279999852180481,0.001
10,0.9810289740562439,0.7333800196647644,1.097149133682251,0.7124999761581421,0.0009048374
11,0.9413307905197144,0.744920015335083,1.0014559030532837,0.7383000254631042,0.0008187307
12,0.9019656181335449,0.755840003490448,0.9444111585617065,0.7477999925613403,0.0007408181
13,0.8580082058906555,0.7656400203704834,0.826783299446106,0.7857999801635742,0.0006703199
14,0.8259463310241699,0.7784000039100647,0.8035382032394409,0.7906000018119812,0.00060653046
15,0.7867586612701416,0.7862600088119507,0.8180975317955017,0.7893999814987183,0.00054881145
16,0.7578938007354736,0.7923799753189087,0.7458475232124329,0.7985000014305115,0.0004965851
17,0.7272241115570068,0.8008400201797485,0.670640230178833,0.8223999738693237,0.00044932874
18,0.695261538028717,0.8116000294685364,0.7257652878761292,0.8059999942779541,0.00040656942
19,0.6725099086761475,0.8161200284957886,0.6988029479980469,0.815500020980835,0.0003678792
20,0.6458858847618103,0.8216400146484375,0.7005828022956848,0.8130000233650208,0.00033287084
21,0.6228120923042297,0.8285999894142151,0.614320695400238,0.8378000259399414,0.00030119397
22,0.6038524508476257,0.8357800245285034,0.7251849174499512,0.8075000047683716,0.00027253156
23,0.5797088742256165,0.8426799774169922,0.5970128178596497,0.8410000205039978,0.00024659673
24,0.5564592480659485,0.8482599854469299,0.6087936162948608,0.8345000147819519,0.00022312993
25,0.5444298982620239,0.8497599959373474,0.7139009833335876,0.8151999711990356,0.0002018963
26,0.5300795435905457,0.854960024356842,0.6470113396644592,0.8234000205993652,0.00018268332
27,0.5152705311775208,0.859279990196228,0.7051854729652405,0.8184000253677368,0.0001652987
28,0.4987552762031555,0.862820029258728,0.5821537375450134,0.8410000205039978,0.00014956844
29,0.49283328652381897,0.862820029258728,0.5617318153381348,0.848800003528595,0.00013533511
30,0.472722589969635,0.8705800175666809,0.5621290802955627,0.849399983882904,0.00012245627
31,0.46552586555480957,0.8717600107192993,0.5361170172691345,0.8587999939918518,0.00011080301
32,0.45469769835472107,0.8757200241088867,0.5670013427734375,0.8561000227928162,0.00010025871
33,0.44694244861602783,0.8768799901008606,0.5371826887130737,0.8586999773979187,9.0717826e-05
34,0.43614280223846436,0.8794199824333191,0.5739381909370422,0.8471999764442444,8.208488e-05
35,0.4316607117652893,0.8801599740982056,0.5535663366317749,0.8540999889373779,7.427347e-05
36,0.4176765978336334,0.8857200145721436,0.5200503468513489,0.862500011920929,6.720541e-05
37,0.4201311767101288,0.8845599889755249,0.5287150740623474,0.85589998960495,6.0809965e-05
38,0.40631717443466187,0.887499988079071,0.5423223376274109,0.8562999963760376,5.502313e-05
39,0.40842509269714355,0.8871999979019165,0.5598873496055603,0.8531000018119812,4.9786984e-05
40,0.40383288264274597,0.8881199955940247,0.5061894655227661,0.8668000102043152,4.5049124e-05
41,0.3949620723724365,0.8917400240898132,0.5047343373298645,0.8687999844551086,4.076213e-05
42,0.3906630575656891,0.8924800157546997,0.5274030566215515,0.8621000051498413,3.68831e-05
43,0.38726213574409485,0.8942599892616272,0.5205425024032593,0.8626000285148621,3.3373206e-05
44,0.3874380588531494,0.8935199975967407,0.49122342467308044,0.8705999851226807,3.0197323e-05
45,0.38269680738449097,0.894819974899292,0.5030521154403687,0.8677999973297119,2.7323667e-05
46,0.378759503364563,0.8970999717712402,0.4963274896144867,0.8691999912261963,2.4723475e-05
47,0.37278518080711365,0.8975800275802612,0.499430775642395,0.867900013923645,2.2370725e-05
48,0.37440821528434753,0.8967199921607971,0.5092516541481018,0.8666999936103821,2.0241867e-05
49,0.37102317810058594,0.8989400267601013,0.4885023832321167,0.8709999918937683,1.8315597e-05
50,0.36714160442352295,0.8982599973678589,0.508866548538208,0.8658999800682068,1.6572636e-05
51,0.36509203910827637,0.900879979133606,0.5083776116371155,0.8652999997138977,1.499554e-05
52,0.3676384687423706,0.8988400101661682,0.5055417418479919,0.8676999807357788,1.3568525e-05
53,0.36434319615364075,0.8999199867248535,0.49575531482696533,0.8684999942779541,1.2277308e-05
54,0.36228883266448975,0.8998200297355652,0.5004104971885681,0.8671000003814697,1.1108968e-05
55,0.359502375125885,0.901639997959137,0.49737831950187683,0.8676999807357788,1.0051809e-05
56,0.36437496542930603,0.8995400071144104,0.4900331199169159,0.8690000176429749,9.095253e-06
57,0.35664960741996765,0.9020199775695801,0.49589189887046814,0.8677999973297119,8.229725e-06
58,0.36075496673583984,0.9011600017547607,0.5005043745040894,0.8679999709129333,7.4465624e-06
59,0.35734301805496216,0.9015600085258484,0.5020003914833069,0.8672999739646912,6.737928e-06
