,accuracy,loss,val_accuracy,val_loss
0,0.2994599938392639,2.1032297611236572,0.4586000144481659,1.505313515663147
1,0.4330199956893921,1.5722697973251343,0.5264000296592712,1.324000597000122
2,0.49654000997543335,1.404828667640686,0.5467000007629395,1.2918059825897217
3,0.5400000214576721,1.2881001234054565,0.5964000225067139,1.1379523277282715
4,0.5757399797439575,1.1931785345077515,0.6255000233650208,1.0613771677017212
5,0.6049200296401978,1.112384557723999,0.652899980545044,0.9765126705169678
6,0.6302199959754944,1.0510016679763794,0.6747999787330627,0.9288081526756287
7,0.6496999859809875,1.0001614093780518,0.6744999885559082,0.9334226250648499
8,0.6680999994277954,0.9441414475440979,0.6847000122070312,0.9093273878097534
9,0.6817799806594849,0.9068014025688171,0.7034000158309937,0.8447230458259583
