,accuracy,loss,val_accuracy,val_loss
0,0.4857200086116791,1.4545818567276,0.5898000001907349,1.1823813915252686
1,0.5838199853897095,1.1972817182540894,0.5961999893188477,1.1306853294372559
2,0.6169599890708923,1.103351354598999,0.651199996471405,1.0013266801834106
3,0.6401000022888184,1.035627007484436,0.6640999913215637,0.9612694978713989
4,0.6620200276374817,0.9772538542747498,0.6929000020027161,0.8870819211006165
5,0.6803200244903564,0.9166430830955505,0.6988999843597412,0.8811553120613098
6,0.6952400207519531,0.8793630003929138,0.7329999804496765,0.780119001865387
7,0.7081999778747559,0.837300181388855,0.7318999767303467,0.7924103736877441
8,0.7216600179672241,0.8039199709892273,0.7372000217437744,0.7729448080062866
9,0.732420027256012,0.7738806009292603,0.7466999888420105,0.7501867413520813
