,accuracy,loss,val_accuracy,val_loss
0,0.40435999631881714,1.6199195384979248,0.541700005531311,1.2744717597961426
1,0.565060019493103,1.2143899202346802,0.6309999823570251,1.0320723056793213
2,0.6187800168991089,1.0670064687728882,0.6807000041007996,0.9062357544898987
3,0.6547200083732605,0.973749577999115,0.7107999920845032,0.8199976682662964
4,0.6786400079727173,0.9147437214851379,0.6830000281333923,0.893792986869812
5,0.6945599913597107,0.8709800839424133,0.7232999801635742,0.8109089136123657
6,0.7026799917221069,0.8396677374839783,0.7307999730110168,0.7680322527885437
7,0.7166000008583069,0.809600293636322,0.7605999708175659,0.7086727619171143
8,0.7249199748039246,0.7879531979560852,0.7621999979019165,0.6997590661048889
9,0.7329000234603882,0.7667592167854309,0.7425000071525574,0.7504704594612122
10,0.7333599925041199,0.7582410573959351,0.7838000059127808,0.637762725353241
11,0.7414199709892273,0.7388519644737244,0.7746000289916992,0.6666106581687927
12,0.745959997177124,0.7271990776062012,0.7771000266075134,0.6463695168495178
13,0.7494000196456909,0.7171361446380615,0.7387999892234802,0.7982210516929626
14,0.7558599710464478,0.7015278339385986,0.7735999822616577,0.6766597032546997
15,0.7592800259590149,0.6928582787513733,0.7822999954223633,0.6413828134536743
16,0.7631199955940247,0.6823639869689941,0.786300003528595,0.6258884072303772
17,0.7642599940299988,0.6763759851455688,0.7872999906539917,0.6399226188659668
18,0.7661399841308594,0.6720331311225891,0.7860999703407288,0.6476961970329285
19,0.7684000134468079,0.6624600291252136,0.7954000234603882,0.6302040219306946
20,0.772599995136261,0.651010274887085,0.7656000256538391,0.7194235324859619
21,0.7735199928283691,0.654507577419281,0.7985000014305115,0.6105372309684753
22,0.7778000235557556,0.6422747373580933,0.7820000052452087,0.6508362293243408
23,0.77920001745224,0.6343019604682922,0.8080999851226807,0.5701027512550354
24,0.7810199856758118,0.6272388100624084,0.7982000112533569,0.6212021112442017
25,0.7806400060653687,0.6315269470214844,0.7912999987602234,0.610834538936615
26,0.7824400067329407,0.6236441731452942,0.7939000129699707,0.6043137907981873
27,0.7865399718284607,0.6171150803565979,0.8033999800682068,0.5982552170753479
28,0.7887200117111206,0.6088957190513611,0.8029000163078308,0.5936900973320007
29,0.7848600149154663,0.6161679029464722,0.7953000068664551,0.6235857009887695
30,0.7893000245094299,0.6107555627822876,0.8083000183105469,0.5707952976226807
31,0.7913600206375122,0.6039620637893677,0.8091999888420105,0.5819748044013977
32,0.7915999889373779,0.602604329586029,0.7989000082015991,0.6322367787361145
33,0.7920799851417542,0.5984514355659485,0.7940999865531921,0.6218852400779724
