,accuracy,loss,val_accuracy,val_loss
0,0.5799000263214111,1.181653380393982,0.6410999894142151,1.011784315109253
1,0.6320400238037109,1.03583824634552,0.677299976348877,0.9098464250564575
2,0.6688799858093262,0.9357302188873291,0.7003999948501587,0.8450213670730591
3,0.6959999799728394,0.8607020974159241,0.7218000292778015,0.7948022484779358
4,0.7125999927520752,0.8146651983261108,0.7293000221252441,0.7707661986351013
5,0.7294600009918213,0.7691304087638855,0.7477999925613403,0.7159185409545898
6,0.739080011844635,0.738486111164093,0.7285000085830688,0.7759171724319458
7,0.753600001335144,0.7039080262184143,0.7656000256538391,0.6924171447753906
8,0.7616400122642517,0.680202305316925,0.7537000179290771,0.7123292088508606
9,0.7668200135231018,0.6607579588890076,0.7741000056266785,0.6615508794784546
10,0.7754999995231628,0.6345371603965759,0.7721999883651733,0.6567052006721497
11,0.7800400257110596,0.6236846446990967,0.7750999927520752,0.6525517702102661
12,0.7861800193786621,0.6013526916503906,0.7803000211715698,0.646385133266449
13,0.7920600175857544,0.5869570970535278,0.7825999855995178,0.6391060948371887
14,0.7988399863243103,0.5725066065788269,0.7900000214576721,0.6236931085586548
15,0.802079975605011,0.5575506687164307,0.7802000045776367,0.6424620747566223
16,0.8062599897384644,0.5429632663726807,0.7698000073432922,0.6744862794876099
17,0.8107200264930725,0.5393797159194946,0.7835000157356262,0.6443926095962524
18,0.811680018901825,0.5291497707366943,0.7856000065803528,0.6352377533912659
19,0.8173400163650513,0.5194833874702454,0.7856000065803528,0.6357823610305786
20,0.8206999897956848,0.5070844292640686,0.782800018787384,0.6486843824386597
21,0.8199399709701538,0.5030266046524048,0.7893000245094299,0.6207877397537231
22,0.8249599933624268,0.49249982833862305,0.7901999950408936,0.6357771754264832
23,0.8286200165748596,0.48363929986953735,0.7889999747276306,0.6271863579750061
24,0.8298799991607666,0.47581779956817627,0.789900004863739,0.6309570074081421
25,0.8349000215530396,0.46847987174987793,0.7889000177383423,0.636857271194458
26,0.8349599838256836,0.4624991714954376,0.7921000123023987,0.6357707381248474
27,0.834879994392395,0.463090717792511,0.7894999980926514,0.6429449915885925
28,0.8372799754142761,0.4549640417098999,0.7968999743461609,0.6351833343505859
29,0.839959979057312,0.447252482175827,0.789900004863739,0.6459221243858337
30,0.8437600135803223,0.4433732032775879,0.7864000201225281,0.6463708281517029
31,0.8445000052452087,0.44001975655555725,0.7867000102996826,0.6621941924095154
32,0.8473600149154663,0.430054247379303,0.7925000190734863,0.6473855972290039
33,0.8436800241470337,0.43548139929771423,0.7979000210762024,0.6516720056533813
34,0.8470600247383118,0.4289097189903259,0.7918000221252441,0.6448379158973694
35,0.8493800163269043,0.42431625723838806,0.7943999767303467,0.6397375464439392
36,0.8525800108909607,0.41504597663879395,0.7904999852180481,0.6709045171737671
37,0.853380024433136,0.4146195948123932,0.7958999872207642,0.6352317333221436
38,0.8549399971961975,0.41164958477020264,0.7921000123023987,0.6326002478599548
39,0.8546000123023987,0.4075761139392853,0.7922000288963318,0.6590172052383423
40,0.8579800128936768,0.39951226115226746,0.7925999760627747,0.6532618403434753
41,0.8583400249481201,0.39551183581352234,0.7921000123023987,0.6486409902572632
